hnm_code,hn_exclusive,hn_premier,hn_advantage,hn_standard_plus,hn_standard,hn_basic_plus,hn_basic,provider_name,google_name,city,type,group_name,tel_no,area,location
M1290,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY 77 EXPRESS CLINIC (GP CLINIC ONLY),"Life Pharmacy 77 Express Clinic , Al Bada'A",DUBAI,MEDICAL CENTER,LIFE HEALTHCARE GROUP,04 344 1122,SATWA,"First floor,Manila Mall, Beljafla, Satwa – Dubai"
M1296,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY BARSHA SOUTH FOURTH EXPRESS CLINIC (GP CLINIC ONLY),Life Pharmacy - Al Barsha South Fourth,DUBAI,MEDICAL CENTER,LIFE HEALTHCARE GROUP,04 344 1122,AL BARSHA,The Manhattan Al Barsha South
M1283,✔,✔,✔,✔,✔,✔,✔,LIFE PHARMACY EXPRESS CLINIC (GP CLINIC ONLY),Life Gp Clinic - Sheikh Zayed Road (Doha Pharmacy),DUBAI,MEDICAL CENTER,LIFE HEALTHCARE GROUP,04 344 1122,SHIEKH ZAYED ROAD,"Maznine Floor,White Swan Building, Shiekh Zayed Road"
M1303,✔,✔,✖,✖,✖,✖,✖,LIFEMED POLY CLINIC CO,Lifemed Polyclinic عيادة لايفميد,DUBAI,MEDICAL CENTER,-,42340062,MIRDIF,AVENUE BY YA #207 -208AL KHAWANEEJ ROAD MIRDIF  DUBAI.UAE
M1276,✔,✔,✖,✖,✖,✖,✖,MEDICLINIC AL TAWAR DIALYSIS CENTRE BR OF MEDICLINIC CLINICS INVESTMENT LLC,Al Twar Dialysis Center,DUBAI,MEDICAL CENTER,MEDICLINIC GROUP,04-5216444,AL TAWAR,"Al Twar Third, Al Tawar Dialysis Center Dubai UAE"
M1282,✔,✔,✔,✔,✔,✔,✔,NATURES LIFE EXPRESS CLINIC LLC (GP CLINIC ONLY),"Life Gp Clinic - Al Wasl Road, Jumeirah",DUBAI,MEDICAL CENTER,LIFE HEALTHCARE GROUP,04 344 1122,JUMEIRAH,"Al Wasl Road , Dubai, Jumeirah"
M1288,✔,✔,✔,✔,✔,✔,✔,NEW AL KANZ PHARAMCY BRANCH EXPRESS CLINIC (GP CLINIC ONLY),Life Pharmacy - New Al Kanz,DUBAI,MEDICAL CENTER,LIFE HEALTHCARE GROUP,04 344 1122,JLT,"J2 Tower, Cluster J -JLT, Dubai UAE"
M1293,✔,✔,✔,✔,✔,✔,✔,RAMADA LIFE EXPRESS CLINIC (GP CLINIC ONLY),Life Gp Clinic - Bur Dubai (Ramada),DUBAI,MEDICAL CENTER,LIFE HEALTHCARE GROUP,04 344 1122,MANKHOOL,"Near hotel Ramada, AL TAWHIDI BUILDING 2 , AL MANKHOOL"
M1295,✔,✔,✔,✔,✔,✔,✔,ROYAL LIFE EXPRESS CLINIC (GP CLINIC ONLY),"Royal Life Pharmacy, Al Warqa",DUBAI,MEDICAL CENTER,LIFE HEALTHCARE GROUP,04 344 1122,WARQA,"Unit # 1 OLD HOME NEEDS SM, Al Warqa Dubai UAE"
PDXB434,✔,✔,✔,✔,✔,✔,✔,800 PHARMACY FZ-LLC,800 Pharmacy Dhcc,DUBAI,PHARMACY,MARINA PHARMACY GROUP,04-3466889,DHCC,01 GROUND FLOOR BLDG 72 DUBAI HEALTHCARE CITY DUBAI UNITED ARAB EMIRATES
PDXB055,✔,✔,✔,✔,✔,✔,✔,800 PHARMACY LLC,800 Pharmacy Star,DUBAI,PHARMACY,MARINA PHARMACY GROUP,04-3466889,MARINA WALK,Dubai Marina and Jumeirah Beach Marina Walk Dubai Marina Towers -Retail B10
PDXB051,✔,✔,✔,✔,✔,✔,✔,800 PHARMACY LLC BRANCH,800 Pharmacy Llc Branch,DUBAI,PHARMACY,MARINA PHARMACY GROUP,04-3466889,AL SAFOUH,AL SAFOUH FIRST Office Park 05D
PDXB391,✔,✔,✔,✔,✔,✔,✔,Abeer Al Noor Pharmacy LLC,Al Noor Pharmacy,DUBAI,PHARMACY,AL RASHIDIYA AL NOOR,04-2362053/04-2362318,RASHIDIYA,Rashidiyat Mahalat BuildingPlot no.348-0 Shop No. 11 & 12 Behind Sougat Centre Rashidiya Dubai U.A.E
DA24,✔,✔,✔,✔,✔,✔,✔,ABEER PHARMACY,Abeer Pharmacy,DUBAI,PHARMACY,-,04-2273411,AL NAKHEEL ROAD,"Al Nakheel Road-Opp.Naif Bazaar Centre Deira, P.O. Box: 27121 Dubai"
PDXB325,✔,✔,✔,✔,✔,✔,✔,ABRIS PHARMACY LLC,Abris Pharmacy L.L.C,DUBAI,PHARMACY,ABRIS MEDICAL CENTRE LLC,43535357,BURDUBAI,"ALSOUQ ALKABEER,Meena Bazar New Building,Villa No.101-106"
PDXB1578,✔,✔,✔,✔,✔,✔,✔,ABWAB AL KHEIR PHARMACY L.L.C,Abwab Al Khair Pharmacy - Deira,DUBAI,PHARMACY,AXIOS GROUP,04 518 3401,DEIRA,Salah Din St - Deira - Dubai
DA134,✔,✔,✔,✔,✔,✔,✔,ACCESS PHARMACY,Aster Pharmacy - Al Qouz 3 (Access Al Qouz),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3807218,AL QUOZ,Al Arif Building GF-1 Al Qouze-3 Al Qouze
DA138,✔,✔,✔,✔,✔,✔,✔,ACCESS PHARMACY 2,Aster Pharmacy - Sonapur (Access 2),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-2637531,SONAPUR,Access Clinic Building Al Muhaisina-2 Sonapur Near to Bus Station
PDXB042,✔,✔,✔,✔,✔,✔,✔,ACCESS PHARMACY 3,Aster Pharmacy - Town Square (Access 3),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-5910264,DUBAI,Retail 06 Town Square Al Zahra Breeze Al Yalayis Dubai
PDXB1374,✔,✔,✖,✖,✖,✖,✖,Adam Vital Hospital Pharmacy,Adam Vital Hospital(Pharmacy),DUBAI,PHARMACY,-,04-2068999,AL GARHOUD,"P.O.Box No. 624648, Building No. 11, 10th Street, Near GGCIO Metro Station, Al Garhoud Area, DUBAI"
DA110,✔,✔,✔,✔,✔,✔,✔,ADVANCED CARE PHARMACY LLC,Advanced Care Pharmacy,DUBAI,PHARMACY,ADVANCED CARE GROUP,04 3307120,AL QOUZ,Fakhruddin Building Al Qouz Dubai.
DA111,✔,✔,✔,✔,✔,✔,✔,ADVANCED CARE PLUS PHARMACY LLC,Advanced Care Plus Pharmacy Llc,DUBAI,PHARMACY,ADVANCED CARE GROUP,04 8829444,JEBAL ALI IND 1,AWQAF Building Near Mina Parco Jabel Ali Ind area-1 Dubai
DA112,✔,✔,✔,✔,✔,✔,✔,ADVANCED STAR PHARMACY LLC,Advanced Star Pharmacy Llc,DUBAI,PHARMACY,ADVANCED CARE GROUP,04 8851154,DIP 2,Naseem Al Madina BuildingDubai Investment Park 2 Dubai.
PDXB1238,✔,✔,✔,✔,✔,✔,✔,AHB HEALTHCARE PHARMACY LLC,Ahb Healthcare Pharmacy Llc,DUBAI,PHARMACY,-,05-05322198,AL KHABAISI STREET,"Mabrooka building,Al khabaisi street, DUBAI"
DA73,✔,✔,✔,✔,✔,✔,✔,AHLAM PHARMACY,Ahlam Pharmacy (L.L.C),DUBAI,PHARMACY,-,04-2720265,DEIRA,"Frijmurar, behind Al Futtaim Mosque, Deira, P.O. Box: 40802 Dubai"
PDXB1437,✔,✔,✔,✔,✔,✔,✔,AIWA PHARMACY,Aiwa Pharmacy,DUBAI,PHARMACY,-,04-2200234,MUHAISINAH 2,"STREET 13,NEAR AZAR ALMADINA SUPER MARKET,MUHAISINAH 2,DUBAI"
DA67,✔,✔,✔,✔,✔,✔,✔,AJMAL PHARMACY,Ajmal Pharmacy,DUBAI,PHARMACY,-,43360801,KARAMA,OPPO.KARAMA FISH MARKET DUBAI UAE
PDXB453,✔,✔,✔,✔,✔,✔,✔,AL AFDHAL PHARMACY 1,Al Afdhal Pharmacy 1,DUBAI,PHARMACY,GULF NAT'L. MEDICAL CO.,04-2283357,NASSER SQUAREDEIRA,NASSER SQUAREDEIRA
DA48,✔,✔,✔,✔,✔,✔,✖,AL AMEEN PHARMACY,Al Ameen Pharmacy L.L.C ( Main),DUBAI,PHARMACY,-,04-2713695,NAIF ROAD,"Freej Murar, Naif Area Deira, Dubai, P.O. Box: 39474 Dubai"
PDXB379,✔,✔,✔,✔,✔,✔,✔,AL AMEEN PHARMACY LLC BRANCH,Al Ameen Pharmacy Llc ( Branch 1 ),DUBAI,PHARMACY,-,04-2208800,DEIRA,"AYAL NASER, NEAR FAMILY SUPERMARKET, DEIRA DUBAI, UAE, P.O.BOX;39547"
DA25,✔,✔,✔,✔,✔,✔,✔,AL ANBER PHARMACY,Wellnessplus Pharmacy(Al Anber Pharmacy Llc) Bur Dubai,DUBAI,PHARMACY,-,04-3973396,BANK STREET,"Khalid Bin Walid Road-Opp. Bank Melli Iran, P.O. Box: 51659 Dubai"
DA90,✔,✔,✔,✔,✔,✔,✔,AL AWEER SOCIETY PHARMACY (BR OF AL SHAFAR PHARM GRP.),Aster Pharmacy - Al Aweer Society,DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3201900,AL AWEER,Union cop Near Fruit & Veg Market
PDXB283,✔,✔,✔,✔,✔,✔,✔,AL AZHAR AL JADEEDA PHARMACY,Right Health Al Azhar Al Jadeeda Pharmacy (Jebel Ali),DUBAI,PHARMACY,Right Health Investment LLC,48800703,JEBEL ALI INDUSTRIAL 1,Shop no. 8 al madina hypermarket Jebel ali industrial 1 opposite parco hupermarket bus stop - Dubai
PDXB282,✔,✔,✔,✔,✔,✔,✔,AL AZHAR PHARMACY,Right Health Al Azhar Pharmacy Llc (Dip Branch),DUBAI,PHARMACY,Right Health Investment LLC,48813666,DUBAI INVESTMENTS PARK,Al Mesmar Shopping mall DIP labor accommodation area - Dubai
DA38,✔,✔,✔,✔,✔,✔,✖,AL BAIROONI PHARMACY,Al Bairooni Pharmacy Llc,DUBAI,PHARMACY,AL BAIROONI GROUP,04-3709179,"BURJMAN, AL KARAMAH","BIN HUMAIDAN BLDG,  NEAR RIGHT HEALTH CLINIC, BURJMAN ,AL KARAMAH, DUBAI"
DA51,✔,✔,✔,✔,✔,✔,✔,AL BARAKA PHARMACY,Viva Pharmacy - Al Baraka Pharmacy,DUBAI,PHARMACY,-,04-2230500,DEIRA,"SHOP NO:9& 10,A&B BLOCK,YOUSEF BAKER ROAD,DEIRA DUBAI"
DA03,✔,✔,✔,✔,✔,✔,✖,AL BASHAER PHARMACY,Al Bashaer Pharmacy (L.L.C),DUBAI,PHARMACY,-,04-3497165,AL SATWA,"Al Hudheiba Road, Opp. Lal's Super Market- Satwa, P.O. Box: 66067 Dubai"
DA28,✔,✔,✔,✔,✔,✔,✔,AL CORNICHE PHARMACY,Viva Pharmacy-(Al Corniche Pharmacy),DUBAI,PHARMACY,VIVA GROUP OF PHARMACIES,04-3447220,JUMEIRAH - 1,"SHOP NO. 21, GROUND FLOOR, JUMEIRAH BEACH CENTRE, JUMEIRAH - 1 DUBAI - U.A.E."
DA47,✔,✔,✔,✔,✔,✔,✔,AL DORRA PHARMACY,"Aster Pharmacy - Matloob Building, Szr (Al Dorra)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3478481,JUMEIRAH,Villa 351 Beach ParkNear Medcare child clinic Jumeira
DA61,✔,✔,✔,✔,✔,✔,✔,AL EHSAN PHARMACY,Aster (Al Ehsan),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-5847303,MEADOWS,Shop No. 5 First Floor Meadows village Al thanaya Area Meadows Dubai
PDXB407,✔,✔,✔,✔,✔,✔,✔,AL ENAYA AL FAEQA PHARMACY L.L.C,Al Enaya Al Faeqa Pharmacy,DUBAI,PHARMACY,-,04-3213151,INTERNATIONAL CITY,"NGLAND CLUSTER  X-17, INTERNATIONAL CITY ENGLAND X17-DUBAI"
DA04,✔,✔,✔,✔,✔,✔,✖,AL FAHAIDI PHARMACY,Al Fehaidi Pharmacy,DUBAI,PHARMACY,-,04-3535335,AL FAHIDI,"New Shorafa Bldg. , Al-Fahaidi Road - Bur Dubai, P.O. Box: 57213 Dubai"
DA46,✔,✔,✔,✔,✔,✔,✔,AL FAISAL PHARMACY LLC,Al Faisal Pharmacy Llc,DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3485102,UMM SUQUEM,Choitram Umm sequm
DA40,✔,✔,✔,✔,✔,✔,✔,AL FALAH PHARMACY,Al Falah Pharmacy,DUBAI,PHARMACY,-,04321 0440,SZR,PO BOX 24039 NEW SAFESTWAY SUPERMARKET AL WASL CENTER SHEIKH ZAYED ROAD DUBAI UAE
DA60,✔,✔,✔,✔,✔,✔,✖,AL FANAR PHARMACY,Al Fanar Pharmacy,DUBAI,PHARMACY,JDS-PLANET,04-3486120,JBR,"Jumeirah Beach Hotel, First Floor, P.O. Box: 22625 Sharjah Office, 87150 Dubai Office"
DA105,✔,✔,✔,✔,✔,✔,✔,AL FARAH PHARMACY DUBAI,Med7 Al Farah Pharmacy Dubai,DUBAI,PHARMACY,FAITH GROUP OF PHARMACY,+971 4 2507306,Al Nahda 1,"AL Qamzi Building,Behind Sahara Centre, Al Nahda 1, Dubai"
DF04,✔,✔,✔,✔,✔,✔,✔,AL FARDOOS PHARMACY (BR OF AL SHAFAR PHARM GRP),"Aster Pharmacy - France Cluster, International City (Al Fardoos)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-4410590,INTERNATIONAL CITY,Supreme residency International city
PDXB245,✔,✔,✔,✔,✔,✖,✖,AL GARHOUD HOSPITAL PHARMACY,Hms Al Garhoud Hospital(Pharmacy),DUBAI,PHARMACY,AL HILAL GROUP,04-4545000,GGICO,"AL GARHOUD PVT. HOSPITAL, NEAR GGICO METRO STATION, DUBAI"
DA05,✔,✔,✔,✔,✔,✔,✖,AL GARHOUD PHARMACY,Balsam Pharmacy,DUBAI,PHARMACY,BALSAM DRUG & MED. STORE,04-2827288,AL GARHOUD,"Between Emirates Cooperative & Choitram, P.O. Box: 12321 Dubai"
PDXB125,✔,✔,✔,✔,✔,✔,✔,AL GHUBAIBA PHARMACY,Novo Pharmacy - Al Ghubaiba,DUBAI,PHARMACY,-,04-3266042,BUR DUBAI,"Near Al Ghubaiba Metro Station, Opp Al Ghubaiba bus stand, Bur Dubai"
DA92,✔,✔,✔,✔,✔,✔,✖,AL HAMRIYA COMMUNITY PHARMACY,New Al Hamriyah Pharmacy L.L.C,DUBAI,PHARMACY,COMMUNITY HEALTH SOL'N,04-2964060,HOR AL ANZ,"Al Hamriya Union Cooperative, Hor Al Anz, P.O. Box: 94620 Dubai"
DA45,✔,✔,✔,✔,✔,✔,✔,AL HAWI PHARMACY,Life Pharmacy - Al Hawi,DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,AL MAKTOUM STREET,"Naser Square, Deira, Dubai"
DA19,✔,✔,✔,✔,✔,✔,✖,AL HIKMAH PHARMACY,Al Hikmah Pharmacy,DUBAI,PHARMACY,AL HIKMAH PHARMACY GROUP,04-2663188,SALAHUDDIN ROAD,"Salahuddin Road - Opposite Renneisance Hotel, P.O. Box: 81258 Dubai"
PDXB076,✔,✔,✔,✔,✔,✔,✔,AL HOKAMAA PHARMACY,Al Hokamaa Pharmacy,DUBAI,PHARMACY,Aqua Medical center,04-2613151,AL QUSAIS,"Al Wasl Bldg., B-Block. Sheikh Rashid Colony, Street 28A, Al Qusais-1"
PDXB423,✔,✔,✔,✖,✖,✖,✖,Al Jalila Children’s Specialty FZ LLC Hospital Pharmacy,Al Jalila Children'S Specialty Hospital(Pharmacy),DUBAI,PHARMACY,-,04-2811000,AL JADDAF,"Al Jalila Children’s Specilaty Hospital, Al Jaddaf, Dubai, UAE, P.O. Box:7662"
PDXB416,✔,✔,✔,✔,✔,✔,✔,AL JAMEYA AL TAAWENYA PHARMACY,Viva Pharmacy - Al Jumeiyah Al Taawniah Pharmacy,DUBAI,PHARMACY,VIVA GROUP OF PHARMACIES,04-3986302,MANKHOOL,"SHOP NO. 2, UNION CO-OP SOCIETY, 30TH STREET, MANKHOOL, KARAMA DUBAI - U.A.E."
DA103,✔,✔,✔,✔,✔,✔,✖,AL JAZEERAH PHARMACY - DUBAI,Al Jazeerah Pharmacy,DUBAI,PHARMACY,SULTAN HEALTHCARE GROUP,04-2237232,AL NAHDA,"Hessa Tower, Shop#2, Al Nahda 1, P.O. Box: 5035 Dubai"
DA77,✔,✔,✔,✔,✔,✔,✔,AL JUMA PHARMACY,Aster Pharmacy - Karama Park (Al Juma),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3348981,AL KARAMA,Opp. To Lulu centre - Karama
DA11,✔,✔,✔,✔,✔,✔,✖,AL JUMEIRAH PHARMACY,Jumeira Pharmacy Llc,DUBAI,PHARMACY,-,04-3459941,BUR DUBAI,"Al Diyafa St.- Opposite Fire Brigades - Bur Dubai, P.O. Box: 294880 Dubai"
PDXB193,✔,✔,✔,✔,✔,✔,✔,AL KANZ PHARMACY (L.L.C.),Life Pharmacy - New Al Kanz,DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,JLT,"Lakeshore Tower ( Bojwani), JLT,Dubai Cluster Y ,Dubai , U. A. E"
DA93,✔,✔,✔,✔,✔,✔,✔,AL KANZ PHARMACY LLC,Life Pharmacy - Al Kanz,DUBAI,PHARMACY,LIFE HEALTHCARE GROUP,04 344 1122,DEIRA,"Abu Baker Al Sidq Road, Deira"
DA113,✔,✔,✔,✔,✔,✔,✖,AL KHAIR COMMUNITY PHARMACY,Community Pharmacy Al Khair,DUBAI,PHARMACY,COMMUNITY HEALTH SOL'N,04 - 514 7038,DUBAI CREEK,Shop No 10 Al Jadaf Waterfront Building 4 Dubai Wharf Mall Dubai.
PDXB1129,✔,✔,✔,✔,✔,✔,✔,AL KHAN PHARMACY LLC- DXB,Al Khan Pharmacy Llc- Deira Branch,DUBAI,PHARMACY,FAITH GROUP OF PHARMACY,+971 4 236 2048,Deira,"Shop 2 Sunshine  Bldg,Naif Deira Dubai, UAE"
PDXB285,✔,✔,✔,✔,✔,✔,✔,AL MADINA AL SANAIYA PHARMACY,Right Health Al Madina Al Sanaiya Pharmacy Llc (Al Quoz),DUBAI,PHARMACY,Right Health Investment LLC,43406761,AL QUOZ INDUSTRIAL AREA 4,Near Sahat Al Madina Supermarket - 16 A St - Al Quoz Industrial Area 4 - Dubai
DA100,✔,✔,✔,✔,✔,✔,✖,AL MANARA GARDEN PHARMACY,Al Manara Pharmacy - Ibn Batuta Mall,DUBAI,PHARMACY,AL MANARA GROUP OF PHARMACIES,04-3669940,IBN BATUTTA,"Stall # 36-35, Tunisia Court, G/F Ibn Batutta Mall, P.O. Box: 3084 Abu Dhabi"
DA87,✔,✔,✔,✔,✔,✔,✖,AL MANARA PHARMACY-MAKTOUM STREET,"Al Manara Pharmacy - Al Maktoum Dubai, صيدلية المنارة المنارة دبي",DUBAI,PHARMACY,AL MANARA GROUP OF PHARMACIES,04-2222032,AL MAKTOUM STREET,"G/F Concorde Emirates Hotel, Maktoum Road, P.O. Box: 3084 A. Dhabi"
DA106,✔,✔,✔,✔,✔,✔,✖,AL MANARA SUNSET PHARMACY,"Al Manara Pharmacy - Sunset Mall, صيدلية المنارة سن سيت مول",DUBAI,PHARMACY,AL MANARA GROUP OF PHARMACIES,04-3881820,JUMEIRAH,"Sunset Mall, Jumeirah Dubai, P.O. Box: 181513, Dubai"
DA13,✔,✔,✔,✔,✔,✔,✔,AL MANKHOOL PHARMACY,Al Mankhool Pharmacy,DUBAI,PHARMACY,JUPITER GROUP,04-2554427,AL NAHDA,Trio 319 A St - Al Nahda - Al Nahda 2 - Dubai
PDXB366,✔,✔,✔,✔,✔,✔,✔,AL MANZIL AL JADEED PHARMACY LLC,Right Health Al Manzil Al Jadeed Pharmacy Llc (Al Aweer),DUBAI,PHARMACY,Right Health Investment LLC,43339656,AWEER,Al Habai building G12  Near Zam Zam Supermarket Aweer - Dubai
PDXB281,✔,✔,✔,✔,✔,✔,✔,AL MANZIL PHARMACY,Right Health Al Manzil Pharmacy Llc (Dip 2),DUBAI,PHARMACY,Right Health Investment LLC,48841441,DUBAI INVESTMENT PARK - 2,Shop no. 4 Besides Royal Parco Market Dubai Investment Park - 2 - Dubai
PDXB440,✔,✔,✔,✔,✔,✔,✔,AL MURAGGABAT PHARMACY,Abwab Al Khair Pharmacy - Deira,DUBAI,PHARMACY,GAIA HEALTHCARE DMCC,04-4517427,AL MURAGGABAT,"Shop G12 Warba Centre,Abu Baker Al Siddique rd. PO Box 126513, DUBAI"
PDXB1433,✔,✔,✔,✔,✔,✔,✔,AL MUSAIF PHARMACY,Viva Pharmacy - Al Musyaf Pharmacy,DUBAI,PHARMACY,VIVA GROUP OF PHARMACIES,04-8521039,"HATTA, DUBAI","SHOP NO 10. SUROOR BUILDING OPP.EPCO PETROL STATION, HATTA,DUBAI"
DA22,✔,✔,✔,✔,✔,✔,✔,AL MUSSALA PHARMACY,"Aster Pharmacy - Umm Suqeim 1, Jumeirah (Musalla)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3284548,UMM SUQUEM 1,Kharbash BuildingJumeriah RoadUmm Suqem 1
DA33,✔,✔,✔,✔,✔,✔,✖,AL MUTEENA PHARMACY,Al Muteena Pharmacy ( Aqua),DUBAI,PHARMACY,Aqua Medical center,04-2234221,SALAHUDDIN ROAD,"Next to City Star Hotel, Beside Salah Al Din Metro, Dar Al Aman Building,Deira, Dubai -UAE."
PDXB1606,✔,✔,✔,✔,✔,✔,✔,AL NADA PHARMACY LLC,Al Nada Pharmacy صيدلية الندى,DUBAI,PHARMACY,-,97143392586,LEHBAB,SHOP NO-16 ABDUL BIN SUBEH BLDG NEAR EMIRATES CO-OP AL HABAB ROUNDABOUT DUBAI-HATTA RD.
DA58,✔,✔,✔,✔,✔,✔,✔,AL NASEEM PHARMACY,Med 7 Al Naseem Pharmacy L L C,DUBAI,PHARMACY,FAITH GROUP OF PHARMACY,+971 4 2635277,Al Qusais 1,"Sheikh Rashid colony,Qusais manzil Al qusais 1st – 232, dubai"
PDXB1383,✔,✔,✔,✔,✔,✔,✔,AL NEEM GRAND PHARMACY L.L.C,Z'Neem Pharmacy_[Al Neem Grand Pharmacy],DUBAI,PHARMACY,ZNEEM PHARMACY,589324189,WASL OASIS 2 MUHAISNAH-4,AZHAR AL MADINA HYPER MARKET WASL OASIS 2WASL OASIS 2 MUHAISNAH-4
PDXB1384,✔,✔,✔,✔,✔,✔,✔,AL NEEM GREEN PHARMACY L.L.C,Z'Neem Pharmacy_[Al Neem Green Pharmacy],DUBAI,PHARMACY,ZNEEM PHARMACY,552913609,AL QUOZ 3,BRIGHT MEDICAL CENTER BLDG NEAR AL KHAIL MALL NEAR AL KHAIL MALL ALQUOZ 3
PDXB1375,✔,✔,✔,✔,✔,✔,✔,AL NEEM PHARMACY L.L.C (Branch),Medon Pharmacy - Jafza 1,DUBAI,PHARMACY,-,04-8876650,JAFZA,Karakcchino Food Court Building Jafza West Accomodation Dubai
PDXB301,✔,✔,✔,✔,✔,✔,✔,AL NEEM STAR PHARMACY LLC,Z'Neem Pharmacy_[Al Neem Green Pharmacy],DUBAI,PHARMACY,MEDILIFE POLYCLINIC,043219550,AL QUOZ 4,"AL AMEED MALL, AL QUOZ 4, P.O. Box:390539"
DA26,✔,✔,✔,✔,✔,✔,✔,AL OMARRA PHARMACY,Novo Pharmacy - Al Omaraa,DUBAI,PHARMACY,-,04-3969221,AL KARAMA,"Al Karama Khalid Bin Al Waleed Road Beside M.O.H., P.O. Box: 4361 Dubai"
DA39,✔,✔,✔,✔,✔,✔,✖,AL PETRA PHARMACY,Al Petra Pharmacy Llc,DUBAI,PHARMACY,MIRDIF PHARMACY GROUP,04-2875814,AL MIZHAR,"Mizher - 1, P.O. Box: 61862 Dubai"
DA78,✔,✔,✔,✔,✔,✔,✔,AL QUOZ PHARMACY,Aster Pharmacy - Al Qouz 1 (Al Qouz),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3384401,AL QUOZ,Near khalifa super market - Al Qouz
DA27,✔,✔,✔,✔,✔,✔,✔,AL RAFAH PHARMACY,Al Rafah Pharmacy L.L.C,DUBAI,PHARMACY,KIMS GROUP,04-3939402,BUR DUBAI,"Bur Dubai Near Plaza Cinema, P.O. Box: 51640 Dubai"
DA79,✔,✔,✔,✔,✔,✔,✔,AL RAHA PHARMACY,Al Raha Pharmacy,DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3523383,BUR DUBAI,Khalid bin waleed rd - Bur dubai
DA81,✔,✔,✔,✔,✔,✔,✔,AL RAIS PHARMACY,Al Rais Pharmacy,DUBAI,PHARMACY,-,04-3519581,AL MANKHOOL,"Shop # 5 Al Rais Bldg., Opp. Ramada Hotel, Bur Dubai, P.O. Box: 5249 Dubai"
PDXB408,✔,✔,✔,✔,✔,✔,✔,Al Rawda Pharmacy LLC Br DIP,Al Rawda Pharmacy Llc Branch,DUBAI,PHARMACY,FAITH GROUP OF PHARMACY,04 8800920,DIP,"Al Bayan Business Center, Green Community Village Dubai Investment Park, UAE"
DA59,✔,✔,✔,✔,✔,✔,✔,AL RAWDHA PHARMACY,Med7 Al Rawda Pharmacy - Deira,DUBAI,PHARMACY,FAITH GROUP OF PHARMACY,04 2940786,DEIRA,Deira-Dubai-Near Clock Tower- Ahmed Rahman Abdulla Al Shamsi Building
PDXB345,✔,✔,✔,✔,✔,✔,✔,AL RAYAN PHARMACY,Right Health Al Rayan Pharmacy L.L.C (Karama),DUBAI,PHARMACY,Right Health Investment LLC,43423480,AL KARAMA,building Near Karama Market Arif & Bintoak - Umm Hurair Rd - Al Karama - Dubai
DA94,✔,✔,✔,✔,✔,✔,✔,AL RAZI PHARMACY,Al Razi Pharmacy,DUBAI,PHARMACY,-,04-2208503,AL NAHDA,"Shop #1, Mai Tower, Al Nahda 1, P.O. Box: 231874 Dubai"
PDXB280,✔,✔,✔,✔,✔,✔,✔,AL SANAIYA PHARMACY,Right Health Al Sanaiya Pharmacy Llc (Sonapur Branch),DUBAI,PHARMACY,Right Health Investment LLC,42227515,MUHAISANAH 2,7th St - Muhaisnah - Muhaisanah 2 - Dubai
PDXB116,✔,✔,✔,✔,✔,✔,✔,AL SEHA AL KUBRA PHARMACY,Al Seha Al Kubra Pharmacy,DUBAI,PHARMACY,NMC HEALTHCARE,04-3219926,AL QUOZ-4,Al Khail Mall 2Nd Floor Shop 9 D67 Al Quoz 4 DubaiU.A.E
DA52,✔,✔,✔,✔,✔,✔,✖,AL SHAN PHARMACY,Al Shan Pharmacy,DUBAI,PHARMACY,-,04-3962333,AL KARAMA,"Kuwaiti Rd. Beside Bombay Chowpathy Rest. Opp. Pyramid Bldg., P.O. Box: 49531 Dubai"
DA63,✔,✔,✔,✔,✔,✔,✔,AL SHIFA PHARMACY,Aster Pharmacy - Jumeirah Park Clubhouse (Al Shifa),DUBAI,PHARMACY,DM HEALTHCARE LLC,04-4221521,JUMEIRAH PARK PAVILION,"GF-11 District 7 Al Worood
Jumeirah Park Clubhouse"
PDXB441,✔,✔,✔,✔,✔,✔,✔,AL SHIHHE PHARMACY,Al Shihhe Pharmacy,DUBAI,PHARMACY,GAIA HEALTHCARE DMCC,04-4517427,AL MUTEENA,"Shop # 4 Murshid and Ali Al Shihhe Bldg. Al Muteena, PO Box 126513, DUBAI"
DA62,✔,✔,✔,✔,✔,✔,✔,AL SHINDAGA PHARMACY,"Aster Pharmacy - Verve Villas, Al Wasl Road (Shindagha)",DUBAI,PHARMACY,DM HEALTHCARE LLC,04-3455057,UMM AL SHEIF,Villa No.3 HealthBay Verve Villas Al Wasl Road Umm Al Sheif Dubai
